id,work_year,experience_level,experience_desc,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,role_category
534,2022,SE,Senior-level,FT,Data Architect,266400.00,USD,266400,US,100,US,M,Other
535,2022,SE,Senior-level,FT,Data Architect,213120.00,USD,213120,US,100,US,M,Other
536,2022,SE,Senior-level,FT,Data Analyst,112900.00,USD,112900,US,100,US,M,Data Analysis
537,2022,SE,Senior-level,FT,Data Engineer,155000.00,USD,155000,US,100,US,M,Automation-Focused
538,2022,MI,Mid-level,FT,Data Scientist,141300.00,USD,141300,US,0,US,M,Data Analysis
539,2022,MI,Mid-level,FT,Data Scientist,102100.00,USD,102100,US,0,US,M,Data Analysis
540,2022,SE,Senior-level,FT,Data Analyst,115934.00,USD,115934,US,100,US,M,Data Analysis
541,2022,SE,Senior-level,FT,Data Analyst,81666.00,USD,81666,US,100,US,M,Data Analysis
542,2022,MI,Mid-level,FT,Data Engineer,206699.00,USD,206699,US,0,US,M,Automation-Focused
543,2022,MI,Mid-level,FT,Data Engineer,99100.00,USD,99100,US,0,US,M,Automation-Focused
544,2022,SE,Senior-level,FT,Data Engineer,130000.00,USD,130000,US,100,US,M,Automation-Focused
545,2022,SE,Senior-level,FT,Data Engineer,115000.00,USD,115000,US,100,US,M,Automation-Focused
546,2022,SE,Senior-level,FT,Data Engineer,110500.00,USD,110500,US,100,US,M,Automation-Focused
547,2022,SE,Senior-level,FT,Data Engineer,130000.00,USD,130000,US,100,US,M,Automation-Focused
548,2022,SE,Senior-level,FT,Data Analyst,99050.00,USD,99050,US,100,US,M,Data Analysis
549,2022,SE,Senior-level,FT,Data Engineer,160000.00,USD,160000,US,100,US,M,Automation-Focused
550,2022,SE,Senior-level,FT,Data Scientist,205300.00,USD,205300,US,0,US,L,Data Analysis
551,2022,SE,Senior-level,FT,Data Scientist,140400.00,USD,140400,US,0,US,L,Data Analysis
552,2022,SE,Senior-level,FT,Data Scientist,176000.00,USD,176000,US,100,US,M,Data Analysis
553,2022,SE,Senior-level,FT,Data Scientist,144000.00,USD,144000,US,100,US,M,Data Analysis
554,2022,SE,Senior-level,FT,Data Engineer,200100.00,USD,200100,US,100,US,M,Automation-Focused
555,2022,SE,Senior-level,FT,Data Engineer,160000.00,USD,160000,US,100,US,M,Automation-Focused
556,2022,SE,Senior-level,FT,Data Engineer,145000.00,USD,145000,US,100,US,M,Automation-Focused
557,2022,SE,Senior-level,FT,Data Engineer,70500.00,USD,70500,US,0,US,M,Automation-Focused
558,2022,SE,Senior-level,FT,Data Scientist,205300.00,USD,205300,US,0,US,M,Data Analysis
559,2022,SE,Senior-level,FT,Data Scientist,140400.00,USD,140400,US,0,US,M,Data Analysis
560,2022,SE,Senior-level,FT,Analytics Engineer,205300.00,USD,205300,US,0,US,M,Other
561,2022,SE,Senior-level,FT,Analytics Engineer,184700.00,USD,184700,US,0,US,M,Other
562,2022,SE,Senior-level,FT,Data Engineer,175100.00,USD,175100,US,100,US,M,Automation-Focused
563,2022,SE,Senior-level,FT,Data Engineer,140250.00,USD,140250,US,100,US,M,Automation-Focused
564,2022,SE,Senior-level,FT,Data Analyst,116150.00,USD,116150,US,100,US,M,Data Analysis
565,2022,SE,Senior-level,FT,Data Engineer,54000.00,USD,54000,US,0,US,M,Automation-Focused
566,2022,SE,Senior-level,FT,Data Analyst,170000.00,USD,170000,US,100,US,M,Data Analysis
567,2022,MI,Mid-level,FT,Data Analyst,50000.00,GBP,65438,GB,0,GB,M,Data Analysis
568,2022,SE,Senior-level,FT,Data Analyst,80000.00,USD,80000,US,100,US,M,Data Analysis
569,2022,SE,Senior-level,FT,Data Scientist,140000.00,USD,140000,US,100,US,M,Data Analysis
570,2022,SE,Senior-level,FT,Data Scientist,210000.00,USD,210000,US,100,US,M,Data Analysis
571,2022,SE,Senior-level,FT,Data Scientist,140000.00,USD,140000,US,100,US,M,Data Analysis
572,2022,SE,Senior-level,FT,Data Analyst,100000.00,USD,100000,US,100,US,M,Data Analysis
573,2022,SE,Senior-level,FT,Data Analyst,69000.00,USD,69000,US,100,US,M,Data Analysis
574,2022,SE,Senior-level,FT,Data Scientist,210000.00,USD,210000,US,100,US,M,Data Analysis
575,2022,SE,Senior-level,FT,Data Scientist,140000.00,USD,140000,US,100,US,M,Data Analysis
576,2022,SE,Senior-level,FT,Data Scientist,210000.00,USD,210000,US,100,US,M,Data Analysis
577,2022,SE,Senior-level,FT,Data Analyst,150075.00,USD,150075,US,100,US,M,Data Analysis
578,2022,SE,Senior-level,FT,Data Engineer,100000.00,USD,100000,US,100,US,M,Automation-Focused
579,2022,SE,Senior-level,FT,Data Engineer,25000.00,USD,25000,US,100,US,M,Automation-Focused
580,2022,SE,Senior-level,FT,Data Analyst,126500.00,USD,126500,US,100,US,M,Data Analysis
581,2022,SE,Senior-level,FT,Data Analyst,106260.00,USD,106260,US,100,US,M,Data Analysis
582,2022,SE,Senior-level,FT,Data Engineer,220110.00,USD,220110,US,100,US,M,Automation-Focused
583,2022,SE,Senior-level,FT,Data Engineer,160080.00,USD,160080,US,100,US,M,Automation-Focused
584,2022,SE,Senior-level,FT,Data Analyst,105000.00,USD,105000,US,100,US,M,Data Analysis
585,2022,SE,Senior-level,FT,Data Analyst,110925.00,USD,110925,US,100,US,M,Data Analysis
586,2022,MI,Mid-level,FT,Data Analyst,35000.00,GBP,45807,GB,0,GB,M,Data Analysis
587,2022,SE,Senior-level,FT,Data Scientist,140000.00,USD,140000,US,100,US,M,Data Analysis
588,2022,SE,Senior-level,FT,Data Analyst,99000.00,USD,99000,US,0,US,M,Data Analysis
589,2022,SE,Senior-level,FT,Data Analyst,60000.00,USD,60000,US,100,US,M,Data Analysis
590,2022,SE,Senior-level,FT,Data Architect,192564.00,USD,192564,US,100,US,M,Other
591,2022,SE,Senior-level,FT,Data Architect,144854.00,USD,144854,US,100,US,M,Other
592,2022,SE,Senior-level,FT,Data Scientist,230000.00,USD,230000,US,100,US,M,Data Analysis
593,2022,SE,Senior-level,FT,Data Scientist,150000.00,USD,150000,US,100,US,M,Data Analysis
594,2022,SE,Senior-level,FT,Data Analytics Manager,150260.00,USD,150260,US,100,US,M,Other
595,2022,SE,Senior-level,FT,Data Analytics Manager,109280.00,USD,109280,US,100,US,M,Other
596,2022,SE,Senior-level,FT,Data Scientist,210000.00,USD,210000,US,100,US,M,Data Analysis
597,2022,SE,Senior-level,FT,Data Analyst,170000.00,USD,170000,US,100,US,M,Data Analysis
598,2022,MI,Mid-level,FT,Data Scientist,160000.00,USD,160000,US,100,US,M,Data Analysis
599,2022,MI,Mid-level,FT,Data Scientist,130000.00,USD,130000,US,100,US,M,Data Analysis
600,2022,EN,Entry-level,FT,Data Analyst,67000.00,USD,67000,CA,0,CA,M,Data Analysis
601,2022,EN,Entry-level,FT,Data Analyst,52000.00,USD,52000,CA,0,CA,M,Data Analysis
602,2022,SE,Senior-level,FT,Data Engineer,154000.00,USD,154000,US,100,US,M,Automation-Focused
603,2022,SE,Senior-level,FT,Data Engineer,126000.00,USD,126000,US,100,US,M,Automation-Focused
604,2022,SE,Senior-level,FT,Data Analyst,129000.00,USD,129000,US,0,US,M,Data Analysis
605,2022,SE,Senior-level,FT,Data Analyst,150000.00,USD,150000,US,100,US,M,Data Analysis
606,2022,MI,Mid-level,FT,AI Scientist,200000.00,USD,200000,IN,100,US,L,Other
